id,channel_sales,tenure_years,months_to_end,months_since_modified,months_since_renewed,yearly_consumption,monthly_consumption,yearly_gas_consumption,yearly_forecast_consumption,yearly_forecast_meter_rent,paid_consumption,net_margin_electricity,net_margin_power,net_margin,avg_price_off_peak_var,avg_price_peak_var,avg_price_mid_peak_var,price_peak_off_peak_ratio_var,std_price_off_peak_var,std_price_peak_var,std_price_mid_peak_var,range_price_peak_var,range_price_off_peak_var,range_price_mid_peak_var,churn
ae0744146d28c22a1f011d7f310f51b3,3,4,1,46,10,45918,2416,0,4787,129.03,244.97,39.96,39.96,435,0.124,0.104,0.073,0.835,0.004,0.002,0.002,0.004,0.008,0.005,0
2154882ee2a7478897f71bd15a77ecea,0,3,10,3,1,45317,8460,0,503,15.82,79.5,7.32,7.32,37.56,0.147,0,0,0,0.003,0,0,0,0.007,0,0
33010a6daad940b1babb9ee4b96082f6,0,3,12,1,0,1412,0,0,203,18.35,0,33.12,33.12,21.26,0.143,0,0,0,0.003,0,0,0,0.007,0,0
33f06b9bb7f9b3b21fdef715e80a5af1,0,4,1,46,10,4471,0,0,676,27.24,0,28.56,28.56,70.13,0.151,0,0,0,0.002,0,0,0,0.005,0,0
aec1bd80cf3d4f876a02d22eae70a4f1,2,5,11,60,0,553747,39444,0,5306,11.42,0,3.68,3.68,635.53,0.168,0.087,0,0.516,0.002,0,0,0.001,0.005,0,0
446b215e80f821d6b6820fda9353328e,0,3,8,5,3,27449,3743,0,284,16.4,50.79,13.4,13.4,24.91,0.146,0,0,0,0.003,0,0,0,0.006,0,0
71169c85fe2a68c0eddc8b392e6ea82f,0,4,3,44,8,19169,1338,0,2355,16.37,160.92,25.7,25.7,183.93,0.165,0.085,0,0.516,0.006,0.001,0,0.001,0.023,0,0
2a23c554a7033bcbad4683dbe1a055fa,0,4,8,27,3,65104,6644,0,6500,129.96,639.57,9.42,9.42,627.82,0.123,0.103,0.074,0.835,0.004,0.002,0.001,0.004,0.008,0.003,0
b18b03e6e03a3170af71204015a45e78,0,3,0,35,10,12481,0,0,219,144.05,0,43.32,43.32,26.03,0.128,0.107,0.077,0.84,0.004,0.002,0.001,0.004,0.008,0.003,1
085aca46c6821731136b8250cfd08648,2,4,3,8,8,8118,865,0,785,0,82.02,99.96,99.96,91.72,0.122,0.102,0.073,0.834,0.004,0.002,0.001,0.004,0.008,0.003,1
0eb4efb7c73cba02b283e44c457d2f02,4,3,1,9,10,6246,1214,0,914,13.61,176.16,34.68,34.68,61,0.148,0,0,0,0.002,0,0,0,0.004,0,1
d68683cad6a1751063226dbb2f44af37,3,4,10,13,1,37879,3266,72827,3724,145.23,317.35,3.24,3.24,484.96,0.124,0.103,0.073,0.834,0.004,0.002,0.001,0.004,0.008,0.003,0
26113248e819bbbae2e609cc71154133,2,6,4,19,7,222469,5504,0,4721,16.28,425.16,22.86,22.86,344.2,0.165,0.084,0,0.507,0.002,0.001,0,0.004,0.005,0,0
ee88ef2638a666037afe5bfb1b1d74a0,0,4,4,43,7,14710,3250,0,2171,18,471.4,29.76,29.76,194.65,0.147,0,0,0,0.002,0,0,0,0.004,0,1
88b4d510a8574e2d977120793b3e8ca4,0,6,12,0,0,68980,3805,0,2333,145.79,153.88,44.88,44.88,241.78,0.124,0.103,0.073,0.835,0.004,0.002,0.001,0.006,0.01,0.004,1
802661ee602047246916a3e813f764ff,0,5,5,54,6,1017579,120936,187578,2168,171.01,648.6,48.36,48.36,565.99,0.121,0.101,0.072,0.832,0.004,0.002,0.001,0.004,0.009,0.002,0
c432028774483fd81ab8df62f2e5a161,0,4,3,20,8,134597,9165,0,1631,18.12,0,31.2,31.2,136.6,0.149,0,0,0,0.002,0,0,0,0.004,0,1
693a70fa12dc32956b8248a8e82a087a,0,5,11,61,0,557205,98872,0,854,13.79,183.82,0.12,0.12,66.97,0.17,0.087,0,0.511,0.002,0,0,0.001,0.005,0,0
b67d913fedbb7d5a171f35142d4448a7,1,11,6,18,5,46946,3521,0,4953,141.4,352.6,32.01,32.01,532.07,0.123,0.102,0.073,0.833,0.004,0.001,0.002,0.003,0.008,0.003,0
caf9cc87e4846edb6c190e13ed70afda,2,5,6,53,5,5731448,771203,0,2764,142.04,214.31,12.72,12.72,315.11,0.123,0.102,0.073,0.833,0.004,0.002,0.001,0.003,0.008,0.003,0
c5f824d2538026382e7242eeb5fdc492,4,6,5,66,6,6110,0,0,696,9.91,0,23.52,23.52,72.64,0.171,0.089,0,0.522,0.002,0.001,0,0.003,0.005,0,0
dbac79274d2ae413ece7470420a0671c,0,4,1,47,10,3118110,289924,468369,2816,39.77,196.02,56.88,56.88,294.44,0.132,0.101,0.056,0.773,0.009,0.009,0.032,0.023,0.025,0.075,0
64153fa5e44a06d0f0a97458fcde4794,0,4,7,6,4,6332,1060,355,785,15.32,136.98,13.56,13.56,76.31,0.168,0.086,0,0.512,0.001,0.003,0,0.007,0.005,0,0
ec8c3ea2a7e7f07acd9082213b72caa2,3,4,9,52,2,16974,0,0,2029,17.31,0,6.88,6.88,140.36,0.166,0.085,0,0.51,0.002,0.001,0,0.003,0.005,0,0
1dbec4c6438a29628f23de00dda6f46a,0,4,5,42,6,2617,0,0,311,17.74,0,16.92,16.92,32.11,0.169,0.089,0,0.528,0.007,0.002,0,0.005,0.028,0,0
f4a5ff4ae6b71240ed23f03e1811b60f,0,4,4,43,7,10257,898,0,70,129.96,10.72,43.95,43.95,7.92,0.125,0.105,0.076,0.838,0.005,0.002,0.001,0.005,0.01,0.001,0
6d88824617e8944b291c43a5600c5543,2,4,11,0,10,5160,0,0,667,17.18,0,21.58,21.58,41.6,0.168,0.087,0,0.517,0.003,0.001,0,0.004,0.008,0,0
6b45eb78e7ab1690b09f6977346a7e0b,1,5,10,7,1,91275,8765,0,9494,142.58,887.37,94.92,94.92,609.6,0.124,0.103,0.073,0.836,0.004,0.002,0,0.005,0.01,0.001,0
12a495005bfe4c6a52d78d4a14493349,1,6,8,75,3,954386,55459,80902,3400,19.68,454.42,29.64,29.64,325.07,0.147,0,0,0,0.002,0,0,0,0.004,0,1
86d4465c867fa313996e82950cb1bb83,0,3,12,35,0,507715,51900,0,746,146.08,67.76,0.12,0.12,89.2,0.106,0.094,0.069,0.892,0.003,0.002,0,0.003,0.006,0.002,1
c844db61e1b0881bba6d350cbed35469,3,4,1,0,10,4707,917,0,585,37.65,114.04,26.04,26.04,56.9,0.169,0.088,0,0.518,0.003,0.002,0,0.005,0.009,0,0
94d0c18c1c0f18fa270b28a84580a0fb,0,4,1,0,10,2970,790,0,563,14.04,148.26,36.48,36.48,181.2,0.19,0,0,0,0.002,0,0,0,0.004,0,0
1ab928119db2b7243cf1d8add0ec4633,0,3,10,37,1,143739,11306,0,7314,142.46,575.6,1.05,1.05,687.83,0.121,0.1,0.07,0.832,0.004,0.002,0.001,0.004,0.008,0.002,0
94c6df16e0e4b58337b878b21904afd0,0,4,2,9,19,14999,1311,0,832,129.72,120.26,59.5,59.5,45.17,0.159,0.132,0.093,0.829,0.017,0.014,0.01,0.035,0.044,0.024,0
94046410b3df3513c95d944fab98cbd4,1,10,1,119,10,133029,1244,0,11342,131.38,106.73,0.12,0.12,802.6,0.106,0.094,0.069,0.891,0.003,0.002,0,0.004,0.007,0,0
a85d5cff83c992855c198c1efc5690c4,2,4,12,13,0,44066,0,0,6449,0,0,31.2,31.2,568.26,0.146,0,0,0,0.002,0,0,0,0.004,0,0
f8c03b45a72c4276035d095ea1198c41,2,6,3,68,8,1743025,106161,0,3034,16.28,0,26.88,26.88,254.53,0.166,0.085,0,0.509,0.002,0.001,0,0.001,0.005,0,0
95373225e20ffcea72d4e222871e0fbd,0,5,2,58,9,17923,1424,0,1536,130.65,147.08,31.22,31.22,154.79,0.124,0.104,0.073,0.835,0.004,0.002,0.002,0.004,0.008,0.004,0
77b34f7c053aad7f83fef2fef59b7153,2,3,7,17,4,7364,2921,0,727,123.7,287.01,19.44,19.44,119.3,0.124,0.104,0.074,0.834,0.004,0.001,0.001,0.004,0.008,0.003,0
14f3ba16f4e960664e2d513d8f0bec31,0,4,4,43,7,4822,431,0,481,130.68,42.26,31.41,31.41,60.67,0.125,0.105,0.076,0.838,0.005,0.002,0.001,0.005,0.01,0.001,0
99a06b3299756d9d1b9ce2d58cd61264,0,5,11,24,0,21737,1859,0,3106,15.98,255,3.7,3.7,231.14,0.169,0.103,0.073,0.61,0.002,0.001,0.001,0.002,0.005,0.003,0
f20015c3bbdd89e451393cec1b0cd8a2,2,6,5,18,6,818735,71115,524776,929,131.44,108.37,26.08,26.08,94.2,0.12,0.099,0.07,0.83,0.003,0.001,0.002,0.004,0.008,0.005,1
c209663e7aeb35dec27e88a14ed21dbe,0,3,2,33,9,154251,3905,0,1044,15.75,0,31.64,31.64,111.68,0.151,0,0,0,0.002,0,0,0,0.005,0,1
f3f1c6f6b15316901b6637336c53aec8,0,4,11,48,0,789143,136148,0,1857,19.69,498.48,3.56,3.56,173.53,0.148,0,0,0,0.002,0,0,0,0.004,0,0
095b8f5dd61e9362f303a3c05cf4ca23,0,6,4,67,7,4082,682,0,366,19.85,62.93,24.42,24.42,33.42,0.149,0,0,0,0.002,0,0,0,0.004,0,0
1bb871f1402a7450e79440cab41f6997,0,3,3,8,8,25373,5976,0,2670,143.52,611.79,39.84,39.84,272.9,0.125,0.104,0.075,0.838,0.005,0.002,0,0.005,0.01,0.001,0
87a87579c920ebcbaf4ccdb3f7db62d5,1,13,6,149,5,41791,3440,0,4322,132.09,336.63,12.72,12.72,481.81,0.123,0.102,0.073,0.833,0.004,0.001,0.001,0.003,0.008,0.003,0
4c33a11c5f6ae234285a0c74c9b3407b,1,6,1,8,10,460558,29055,0,8288,132.28,677.19,0,0,698.57,0.121,0.101,0.07,0.831,0.004,0.002,0.001,0.004,0.008,0.004,0
81aa9138e6a884479b297942500d9d7c,2,4,5,18,6,96026,16310,0,3025,142.6,488.4,40,40,358.51,0.124,0.104,0.074,0.835,0.004,0.001,0.002,0.004,0.008,0.004,1
8296b0b72e5532aeae910f884432b8e5,1,4,7,52,4,32162,2950,0,1166,131.93,91.94,31.32,31.32,143.94,0.122,0.098,0.064,0.81,0.008,0.004,0.019,0.016,0.031,0.072,1
25aacd8e5907585567fd2da16bfcb8cc,2,6,4,68,7,121360,4985,0,826,132.13,62.16,35.85,35.85,96.78,0.125,0.105,0.076,0.838,0.005,0.002,0.001,0.005,0.01,0.001,0
3e0735a9651e83d69ce17c7725cef153,1,6,9,75,2,13369,523,0,1247,14.52,0,9.2,9.2,96.93,0.168,0.086,0,0.511,0.002,0.001,0,0.002,0.005,0,0
255b08f38fd6fc0d211648daa38e11e4,0,4,6,6,5,25612,0,9634,2613,118.24,0,19.31,19.31,369.38,0.124,0.104,0.074,0.835,0.005,0.002,0.001,0.005,0.01,0.002,0
017d481a88d2f0a1b51600f3b7621dab,0,4,7,5,4,16497,579,0,630,130.32,55.73,22.5,22.5,74.2,0.125,0.104,0.075,0.835,0.005,0.003,0.001,0.006,0.011,0.002,0
3471c29e2ee731f69d25d508cdfeccb1,1,6,1,71,10,936,100,0,95,112.54,10.15,41.16,41.16,10.81,0.124,0.104,0.073,0.835,0.004,0.002,0.001,0.004,0.008,0.004,0
8d1a9ca8f30c2ebb7f73bf57b6f2c46d,0,4,4,8,7,30962,2189,0,3132,144.36,218.15,19.14,19.14,369.79,0.124,0.103,0.074,0.836,0.004,0.002,0.001,0.004,0.009,0.003,0
87519cc8fa6452de10ed3dbb6732f471,0,4,10,15,1,32493,4344,0,3514,18.32,576.16,6.15,6.15,331.14,0.148,0,0,0,0.002,0,0,0,0.004,0,0
01aeb4492c8ee28cd6c6b9517c52362a,1,6,7,76,4,10594,1220,40741,1055,132.14,119.82,18.12,18.12,117.18,0.123,0.102,0.073,0.832,0.004,0.002,0.001,0.004,0.008,0.003,0
6978f03004f6f4973421ac2b36352996,0,5,10,25,1,27344,2475,0,2879,142.44,263.25,5.64,5.64,335.83,0.125,0.104,0.075,0.837,0.004,0.002,0.001,0.004,0.008,0.003,0
fd1ba031e0c914b5b173afd4014226f7,3,4,1,0,21,9219,887,0,1333,18.27,123.56,33.12,33.12,127.57,0.145,0.007,0,0.049,0.003,0.024,0,0.085,0.011,0,0
69e7935efd6909590c3576319166d3cb,0,4,2,45,9,5897,0,0,477,15.05,0,34.27,34.27,59.73,0.151,0,0,0,0.002,0,0,0,0.005,0,0
02dcab5d2f8736104225fe31b7bb800b,2,6,4,67,7,91529,16630,0,4008,134.22,620.76,26.55,26.55,436.82,0.123,0.102,0.073,0.834,0.004,0.002,0.001,0.004,0.008,0.003,0
977a1b417924bf65193333ba4db67539,0,4,2,10,9,13073,1899,0,1891,18.46,269.94,27.14,27.14,166.43,0.145,0,0,0,0.002,0,0,0,0.006,0,0
4ca835203b8dbf372b641618e5930c86,1,6,7,76,4,187,0,0,23,16.3,0,16.44,16.44,2.29,0.169,0.087,0,0.515,0.002,0.001,0,0.004,0.005,0,1
223886ac5845f9303e5fbe9d6ca3c4f3,4,6,4,8,7,4127,0,0,444,120.44,0,59.81,59.81,56.69,0.124,0.104,0.075,0.836,0.005,0.003,0,0.006,0.011,0.002,0
9fdc851b538ca58a594b38eba2ca4dd3,0,5,10,2,1,5378,145,12932,138,118.6,13.72,33.51,33.51,22.09,0.124,0.104,0.074,0.839,0.005,0.002,0,0.004,0.01,0.001,0
ecbdf432a7478847b5af3f66719076e8,1,4,9,50,2,2793,0,0,415,15.73,0,21.8,21.8,30.4,0.151,0,0,0,0.002,0,0,0,0.004,0,0
c21213dadc199040c1706baccae49cb8,2,4,5,42,5,71618,5461,0,7293,131.03,521.01,49.92,49.92,615.34,0.119,0.099,0.069,0.828,0.004,0.002,0.001,0.004,0.008,0.002,1
16ee9f7200c826fe83c9643c489d16c1,1,11,1,130,10,26790,3032,0,2896,131.76,322.04,22.44,22.44,295.78,0.124,0.104,0.073,0.835,0.004,0.002,0.001,0.004,0.008,0.004,0
e4241a4a55649996c499d55d2856d0a7,0,5,1,0,10,7851,921,0,1187,18.37,134.17,31.32,31.32,122.23,0.151,0,0,0,0.003,0,0,0,0.008,0,0
bc6e7d6339a279442d772808229ff979,0,4,10,2,1,9612,807,0,1013,129.26,80.83,35.76,35.76,116.1,0.127,0.107,0.077,0.841,0.005,0.003,0.001,0.007,0.013,0.003,0
7bf253c639244bee53f03ddcf6f16af0,0,4,8,5,3,3954,0,0,586,15.16,0,10.08,10.08,50.83,0.147,0,0,0,0.004,0,0,0,0.008,0,0
521e49d91db08a8c09e5234dafc052e3,0,4,1,47,10,612116,60128,0,2569,27.18,483.68,23.4,23.4,180.84,0.168,0.087,0,0.515,0.002,0.001,0,0.002,0.005,0,0
7fecfc9ebd859c8fcdc8e46c0dfbcfef,2,5,8,64,3,1532234,131412,0,2589,16.17,286.9,8.93,8.93,217.84,0.167,0.085,0,0.509,0.002,0.002,0,0.004,0.005,0,0
f277198601f01272b921eb425e09224a,3,3,10,21,1,6716,0,0,120,16.06,0,28.02,28.02,11.65,0.147,0,0,0,0.002,0,0,0,0.004,0,0
f7d8f1d5d5a871db50bd5270f4e913ce,1,5,9,18,2,3038,0,0,460,15.98,0,24.2,24.2,47.28,0.151,0,0,0,0.002,0,0,0,0.004,0,0
cda188e858341b2328d3506f206a78ad,0,5,7,5,4,7775,937,0,867,201.2,101.15,41.64,41.64,95.07,0.125,0.104,0.075,0.835,0.005,0.003,0.001,0.006,0.011,0.002,0
3009f8803b8027d1a4e4242e1ff6ef30,0,4,3,8,8,208888,12607,0,5049,130.3,296.17,34.52,34.52,585.01,0.123,0.102,0.073,0.834,0.004,0.002,0.001,0.006,0.011,0.003,0
3ed914b156ba9539390eb6eed13786e7,0,3,7,6,4,10511,0,0,1532,15.24,0,13.92,13.92,128.91,0.147,0,0,0,0.004,0,0,0,0.009,0,0
70257bdd70bd85dff8167a3732e41dd3,0,5,4,8,7,35530,3911,0,3468,145,377.28,17.52,17.52,339.2,0.122,0.102,0.073,0.834,0.004,0.002,0.001,0.004,0.008,0.003,0
27f6c6e7af7eb79c3308393b7b554cfc,0,4,9,50,2,2666,231,0,402,19.92,34.44,31.16,31.16,37.91,0.151,0,0,0,0.002,0,0,0,0.004,0,0
d860c16073e4913905136e10846415d1,0,4,5,26,6,62936,10426,0,9264,18.07,1512.26,20.44,20.44,829.56,0.147,0,0,0,0.002,0,0,0,0.004,0,0
6a87e64ce4129bc946877729c62b6ad7,0,4,1,22,10,29903,2596,3856,3561,144.03,270.64,57.72,57.72,1228.87,0.161,0.134,0.094,0.833,0.004,0.002,0.002,0.004,0.01,0.007,0
bfa9d64a9b81259af3238acef5ede2c4,2,5,2,57,9,2661,0,0,399,15.98,0,31.64,31.64,38.6,0.15,0,0,0,0.002,0,0,0,0.004,0,0
380033bd9e8e8bd524ddea2b375713b5,0,3,7,5,4,27391,2313,0,2687,130.67,221.9,14.46,14.46,327.97,0.124,0.103,0.073,0.834,0.005,0.002,0.001,0.005,0.01,0.003,0
1b2d40c0d9c0f7f5a3aba472df48a750,0,5,9,26,2,27079,2375,0,2839,130.08,234.93,16.72,16.72,261.67,0.122,0.101,0.071,0.833,0.004,0.002,0,0.005,0.009,0.001,0
491bef58ad5bd435ed07269bf68f4505,0,3,7,25,4,37854,3212,2861,3704,130.66,317.69,17.34,17.34,459.44,0.124,0.104,0.074,0.835,0.004,0.002,0.001,0.004,0.008,0.003,0
9c1da98f4b24fe29240e5e13ddc5e202,2,5,7,58,4,6207104,558120,41532,3823,34.78,786.31,13.98,13.98,295.33,0.166,0.084,0,0.506,0.002,0,0,0.001,0.005,0,0
6ab700d7831e8e403d4afa311899c2ec,2,6,5,66,6,963288,54281,0,4150,16.62,195.47,20.12,20.12,440.31,0.168,0.086,0,0.513,0.001,0.002,0,0.004,0.005,0,0
96fd374562775f1ed80fc97a1b91d96e,1,6,8,5,3,13499,0,0,1070,26.55,0,11.42,11.42,84.46,0.166,0.084,0,0.506,0.003,0.002,0,0.004,0.008,0,0
f9b64894e6d303f1e34e396ccf3c58e0,1,6,9,74,2,7784,0,0,0,132.14,0,46.12,46.12,0,0.126,0.102,0.067,0.817,0.007,0.005,0.02,0.02,0.028,0.074,0
e3df8f405653af0662a24f60f3da715e,3,4,10,18,1,3223,0,0,489,15.09,0,17.1,17.1,58.55,0.151,0,0,0,0.002,0,0,0,0.004,0,0
e6c1f09dd72ab0525a68d326e877546b,0,3,2,33,9,29161,6505,0,3834,16.96,966.55,21.23,21.23,308.24,0.15,0,0,0,0.002,0,0,0,0.004,0,0
390f54fe39ca662e328f720bb69b58c7,1,6,5,18,6,4253,267,0,633,16.23,39.19,16.92,16.92,60.57,0.149,0,0,0,0.002,0,0,0,0.004,0,0
2a5216f75b80900d4c0eac6a1e2f43eb,0,5,12,59,0,228631,28094,0,488,154.22,111,37.44,37.44,55.06,0.128,0.107,0.077,0.84,0.004,0.002,0.001,0.004,0.008,0.003,0
2c87cb335c487355008bf56205d8ba2f,0,7,5,78,6,27795,1620,0,942,16.74,0,21.52,21.52,93.51,0.15,0,0,0,0.002,0,0,0,0.004,0,0
e62104eb09920dffc03c02db13ac69ea,1,8,5,100,6,16217,0,0,0,0,0,19.88,19.88,177.26,0.001,0,0,0,0,0,0,0,0,0,0
d91ce052702f7abe8975ee0b05390b74,1,6,10,3,1,6243,0,0,468,62.01,0,29.34,29.34,37.97,0.148,0,0,0,0.003,0,0,0,0.007,0,0
794a391cd4eedf8eb16061de297f48f0,0,5,7,64,4,3221,0,0,482,18.42,0,17.82,17.82,47.29,0.15,0,0,0,0.002,0,0,0,0.004,0,0
7b1d3599666325496441103e9fdaeef8,1,5,3,56,8,2460,0,0,373,15.51,0,21.48,21.48,37.37,0.151,0,0,0,0.002,0,0,0,0.005,0,0
71b0d806f908648346af8161fac6ad98,1,6,11,1,0,125460,9035,0,1219,131.94,97.25,2.5,2.5,141.24,0.122,0.101,0.071,0.832,0.004,0.002,0,0.005,0.009,0.001,0
67d71ddb6a452142074f4f027e16b270,4,4,2,45,9,14819,0,0,2198,19.98,0,27.14,27.14,190.48,0.148,0,0,0,0.002,0,0,0,0.004,0,0
6f3763461e481197bb3c669deb1a88b5,0,5,11,2,0,2919,0,0,439,16.35,0,20.54,20.54,35.36,0.15,0,0,0,0.004,0,0,0,0.008,0,0
558c71fa94bce1f664e32869893579db,0,4,5,8,6,13729,1218,2724,2034,8.57,178.07,16.8,16.8,179.31,0.148,0,0,0,0.001,0,0,0,0.004,0,1
543646f1d2f1f6b91e51fc4c5f27ef7d,2,4,12,47,0,2124,0,0,319,16.72,0,34.68,34.68,30.04,0.15,0,0,0,0.002,0,0,0,0.004,0,0
c28e8c4f4716c8689760f707ce3261fd,0,5,5,54,6,2047,564,0,297,18.19,80.37,22.52,22.52,21.77,0.145,0,0,0,0.002,0,0,0,0.004,0,0
746bd9208d8b0aab36dfd579f537ec2e,0,3,7,7,4,5483,488,0,556,129.6,47.75,23.4,23.4,70.5,0.125,0.105,0.075,0.836,0.005,0.002,0.001,0.005,0.01,0.002,0
7c9d58606b1f1a2fdd3a0761fd94161b,0,3,10,2,1,22351,2738,0,2315,147.31,274.94,6.24,6.24,277.23,0.126,0.105,0.075,0.838,0.004,0.002,0,0.005,0.011,0.001,0
c1e657b3fb2d3a0ea1b6e0a12674a56b,0,4,6,7,5,17235,0,0,2502,16.86,0,23.4,23.4,235.54,0.146,0,0,0,0.002,0,0,0,0.006,0,1
2526e9def81f3dc70cc75fc3f0c49ff5,0,4,7,6,4,423683,28557,0,1780,17.21,0,14.7,14.7,139.36,0.146,0,0,0,0.003,0,0,0,0.006,0,0
afe1c3bafd548d2005d77f3841951811,0,3,1,0,9,1808,0,0,264,15.93,0,34.68,34.68,26.49,0.146,0.007,0,0.049,0.003,0.024,0,0.085,0.008,0,0
30b2d04a769daf8b9ad99234097f7a8f,2,6,5,6,8,88359,6963,0,8637,144.67,657.86,23.36,23.36,713.82,0.119,0.099,0.07,0.83,0.005,0.003,0.001,0.008,0.012,0.004,0
d6d3e7f536a95400faf62771533b0f4a,0,4,2,45,9,21403,0,0,2099,38.88,0,24.62,24.62,214.61,0.167,0.085,0,0.508,0.002,0,0,0.001,0.005,0,0
2a26414c7502c8157f4a70c2ff51fbeb,0,6,11,2,0,11992,0,0,1777,5.77,0,2.94,2.94,152.76,0.148,0,0,0,0.002,0,0,0,0.005,0,0
076871ec10fb301c1578dfb1616c0927,0,7,5,78,6,42144,493,0,3861,131.37,44.32,21.16,21.16,552.24,0.123,0.102,0.073,0.834,0.004,0.002,0.001,0.004,0.008,0.003,0
7f5d8eb4e7a3a743587de5f16fbb0d49,1,13,6,149,5,0,0,0,0,145.42,0,44.69,44.69,0,0.125,0.101,0.067,0.811,0.007,0.005,0.02,0.018,0.028,0.075,0
29257069fac8a4d71e72c425df6a67bd,0,4,12,23,0,20549,3363,0,3005,16.82,483.26,31.2,31.2,254.04,0.146,0,0,0,0.002,0,0,0,0.004,0,1
8dce81d79ce427bc7b2019ee20494b94,1,6,6,65,5,5421,141,0,453,15.62,0,19.48,19.48,52.73,0.148,0.007,0,0.049,0.001,0.024,0,0.085,0.003,0,0
fb2ce50e4503be4509be93a234a99499,3,5,9,26,2,6152,0,0,884,19.7,0,9.92,9.92,47.85,0.145,0.007,0,0.049,0.002,0.024,0,0.085,0.004,0,0
a1ed848e197b1bf82d7fb77480d0be6e,0,6,2,9,9,28569,2500,0,2811,146.58,243.61,35.76,35.76,370.05,0.123,0.103,0.072,0.834,0.004,0.002,0,0.006,0.01,0.001,0
14fdc61c447a29de239467d4a55ead95,3,4,4,43,7,8162,669,0,1222,9.71,98.28,26.7,26.7,126.49,0.15,0,0,0,0.002,0,0,0,0.004,0,0
db5874461496e5babb9d32fd7f7612ce,0,3,11,7,0,2960,352,0,334,131.03,37.78,43.68,43.68,42.23,0.127,0.106,0.076,0.839,0.004,0.002,0.001,0.005,0.009,0.001,0
b6c90140d800cd15699f21d07c3341f7,0,3,7,16,4,8791,661,0,900,129.6,64.06,19.5,19.5,82.53,0.12,0.1,0.07,0.831,0.004,0.002,0.001,0.004,0.008,0.003,0
5ac4b11b7c152186afb9c36efcb32b81,1,8,8,3,5,971469,82447,0,5370,184.07,477.44,15.84,15.84,441.79,0.12,0.101,0.071,0.844,0.004,0.002,0,0.004,0.008,0,0
65fd0acd9fbeb0a02052421f1a0b4c8c,0,4,11,2,0,6100,0,0,914,12.46,0,11.84,11.84,83.62,0.15,0,0,0,0.003,0,0,0,0.008,0,0
505d537cee38316c2cf31b3031a66a7e,4,6,5,66,6,6552,0,0,759,17.05,0,22.52,22.52,77.74,0.171,0.089,0,0.522,0.002,0.001,0,0.003,0.005,0,0
8bc55ed90936fb09da0007228d5bef35,2,3,1,0,10,15960,0,0,2375,16.35,0,23.4,23.4,220.61,0.149,0,0,0,0.003,0,0,0,0.008,0,0
97589d95ec46ab31ef238d18a616403f,0,4,6,6,5,45487,574,0,828,145.21,53.16,23.47,23.47,111.11,0.124,0.103,0.074,0.835,0.006,0.004,0.001,0.008,0.012,0.003,0
b8e8a0baf69226cd053c145b46a1f920,0,4,1,46,10,29747,2428,0,2856,147.16,229.99,24,24,341.24,0.124,0.104,0.073,0.835,0.004,0.002,0.001,0.004,0.008,0.004,0
55beb156f24ed554734c648a847d29c6,0,5,8,5,3,5312,0,0,359,16.45,0,13.4,13.4,29.18,0.147,0,0,0,0.004,0,0,0,0.008,0,1
4b9a72c269fa5e2c1f6f439008885bdf,2,5,7,64,4,65068,300,0,93,133.72,29.03,19.68,19.68,9.51,0.126,0.105,0.075,0.836,0.005,0.002,0.001,0.005,0.01,0.001,0
8fcee8f52832aac1656d4148066da865,0,4,2,45,9,12531,627,0,227,129.24,20.14,69.24,69.24,27.88,0.128,0.107,0.076,0.84,0.004,0.002,0.001,0.004,0.008,0.003,0
c587cba4f06f7458b382b82bb980aca3,1,4,6,29,5,5161456,455567,0,4389,132.47,442.29,46.56,46.56,526.28,0.124,0.104,0.073,0.835,0.004,0.002,0.001,0.004,0.008,0.003,0
55f744592eab5a92f44f932b7dd4d26f,4,3,9,38,2,695,0,0,103,19.51,0,9.92,9.92,9.14,0.149,0,0,0,0.002,0,0,0,0.004,0,0
a66cf62e3405c7a6a635b426607e1f85,1,5,10,61,1,92672,8868,0,9213,359.25,870.41,5.19,5.19,860.31,0.123,0.102,0.072,0.835,0.004,0.002,0,0.005,0.01,0,0
690b1ed812d6642c365162f9f11a9144,0,4,5,42,6,4013,0,0,309,17.51,0,18.64,18.64,30.72,0.15,0,0,0,0.002,0,0,0,0.004,0,0
7817842d5811362194ec22411f09afe4,0,3,9,38,2,1943,0,0,292,16.05,0,28.76,28.76,27.44,0.149,0.007,0,0.049,0.002,0.024,0,0.085,0.006,0,0
8066eb7286c288ccb3dd75aa659310c2,0,4,3,10,8,19699,1792,11898,1964,144.5,175.46,20.88,20.88,199.56,0.12,0.1,0.071,0.832,0.004,0.002,0.001,0.004,0.008,0.003,0
2a5c726d8c1ef8611faca7073e7c9e63,1,5,7,5,4,41459,6174,15923,4259,130.4,619.81,10.32,10.32,392.45,0.124,0.104,0.074,0.834,0.004,0.002,0.001,0.005,0.009,0.003,0
86dca6aabb4de44c57185eb48d7e9fd2,0,3,4,7,14,5966,0,0,1019,11.38,0,36.74,36.74,61.35,0.218,0.11,0,0.507,0.027,0.012,0,0.029,0.063,0,0
d7c11c249ae881d22ff6838e569ebad4,0,3,1,34,10,26111,2595,0,2721,143.99,264.89,37.44,37.44,317.2,0.126,0.106,0.075,0.838,0.004,0.002,0,0.005,0.008,0.001,0
323cddde5b341c8e9b33f7e7e4d2c253,3,3,11,36,0,3,0,0,1,19.71,0,196.12,196.12,0.41,0.278,0,0,0,0.002,0,0,0,0.004,0,0
